SMILES	odor
CCCCCCCCC=CC=O	sweet
CCCCCCCCC=CC=O	fresh
CCCCCCCCC=CC=O	citrus
CCCCCCCCC=CC=O	aldehydic
CCCCCCCCC=CC=O	wax
CCCCCCCCC=CC=O	fatty
CCCCCCCCC=CC=O	rose
CCCCCCCCC=CC=O	clean
CCCCCCCCC=CCC=O	citrus
CCCCCCCCC=CCC=O	orange
CCCCCCCCC=CCC=O	bitter
CCCCCCCCC=CCC=O	mandarin
CCCCCCCCC=CCC=O	coriander
CCCCCCCCC=CCCCCCCCC(=O)O	fatty
CCCCCCCCC=CCCCCCCCC(=O)O	wax
CCCCCCCCC=CCCCCCCCC(=O)O	lard
CCCCCCCCC=CCCCCCCCC(=O)O	fried
CCCCCCCCC=CCCCCCCCC(=O)O	oily
CCCCCCCCC=CCCCCCCCC(=O)O	tallow
CCCCCCCCC=CCCCCCCCC(=O)O	savory
CCCCCCCCC=CCCCCCCCC(=O)OC	mild
CCCCCCCCC=CCCCCCCCC(=O)OC	fatty
CCCCCCCCC=CCCCCCCCC(=O)OCC	fatty
CCCCCCCCC=CCCCCCCCC(=O)OCC	oily
CCCCCCCCC=CCCCCCCCC(=O)OCC	dairy
CCCCCCCCC=CCCCCCCCC(=O)OCC	milky
CCCCCCCCC=CCCCCCCCC(=O)OCC	wax
CCCCCCCCC=CCCCCCCCC(=O)OCC	tallow
CCCCCCCCC=CCCCCCCCC(=O)OCC	wax
CCCCCCCCC=CCCCCCCCC(=O)OCC	fatty
CCCCCCCCC=CCCCCCCCC(=O)OCC	oily
CCCCCCCCC=CCCCCCCCC(=O)OCC	dairy
CCCCCCCCC=CCCCCCCCC(=O)OCC	milky
CCCCCCCCC=CCCCCCCCC(=O)OCC	tallow
CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O	fatty
CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O	oily
CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O	wax
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C	bland
CCCCCCCCC=CCCCCCCCC(=O)OCCC	fatty
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO	alcoholic
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO	characteristic
CCCCCCCCC=CCCCCCCCC=O	fatty
CCCCCCCCC=CCCCCCCCCO	fatty
CCCCCCCCC=CCCCCCCCCO	animal
CCCCCCCCC=CCCCCCCCCOC(=O)C	fatty
CCCCCCCCC=CCO	floral
CCCCCCCCC=CCO	rose
CCCCCCCCC=CCO	wax
CCCCCCCCC=CCO	fresh
CCCCCCCCC=CCO	fruity
CCCCCCCCC=CCOC(=O)C	fresh
CCCCCCCCC=CCOC(=O)C	wax
CCCCCCCCC=CCOC(=O)C	rose
CCCCCCCCC=COC	fruity
CCCCCCCCC=COC	floral
CCCCCCCCC=COC	citrus
CCCCCCCCC=COC	fatty
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	sweet
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	floral
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	orange
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	flower
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	rose
CCCCCCCCC=NC1=CC=CC=C1C(=O)OC	aldehydic
CCCCCCCCC=O	apple
CCCCCCCCC=O	coconut
CCCCCCCCC=O	fatty
CCCCCCCCC=O	fishy
CCCCCCCCC=O	grape
CCCCCCCCC=O	grapefruit
CCCCCCCCC=O	green
CCCCCCCCC=O	lemon
CCCCCCCCC=O	lime
CCCCCCCCC=O	meaty
CCCCCCCCC=O	melon
CCCCCCCCC=O	oily
CCCCCCCCC=O	orange
CCCCCCCCC=O	wax
CCCCCCCCC=O	nutty
CCCCCCCCC=O	peach
CCCCCCCCC=O	rose
CCCCCCCCC=O	floral
CCCCCCCCC=O	citrus
CCCCCCCCC=O	aldehydic
CCCCCCCCC=O	fresh
CCCCCCCCC=O	orris
CCCCCCCCC=O	peely
CCCCCCCCC=O	cucumber
CCCCCCCCC1=CC=CS1	green
CCCCCCCCC1=CC=CS1	grassy
CCCCCCCCC1=CC=CS1	musty
CCCCCCCCC1CCC(=O)O1	fatty
CCCCCCCCC1CCC(=O)O1	fruity
CCCCCCCCC1CCC(=O)O1	milky
CCCCCCCCC1CCC(=O)O1	fatty
CCCCCCCCC1CCC(=O)O1	fruity
CCCCCCCCC1CCC(=O)O1	peach
CCCCCCCCC1CCC(=O)O1	pear
CCCCCCCCC1CCC(=O)O1	sweet
CCCCCCCCC1CCC(=O)O1	floral
CCCCCCCCC1CCC(=O)O1	metallic
CCCCCCCCC1CCC(=O)O1	milky
CCCCCCCCC1CCC(=O)O1	fruity
CCCCCCCCC1CCC(=O)O1	floral
CCCCCCCCC1CCC(=O)O1	sweet
CCCCCCCCC1CCC(=O)O1	aldehydic
CCCCCCCCC1CCC(=O)O1	woody
CCCCCCCCC1CCCC(=O)O1	creamy
CCCCCCCCC1CCCC(=O)O1	milky
CCCCCCCCC1CCCC(=O)O1	oily
CCCCCCCCC1CCCC(=O)O1	dairy
CCCCCCCCC1CCCC(=O)O1	buttery
CCCCCCCCC1CCCC(=O)O1	musty
CCCCCCCCC1OCC(O1)C	fruity
CCCCCCCCCC#N	fresh
CCCCCCCCCC#N	musty
CCCCCCCCCC#N	fatty
CCCCCCCCCC#N	wax
CCCCCCCCCC#N	oily
CCCCCCCCCC#N	cognac
CCCCCCCCCC(=O)C	orris
CCCCCCCCCC(=O)C	citrus
CCCCCCCCCC(=O)C	orange
CCCCCCCCCC(=O)C	fresh
CCCCCCCCCC(=O)C	green
CCCCCCCCCC(=O)C	wax
CCCCCCCCCC(=O)C	fruity
CCCCCCCCCC(=O)C	creamy
CCCCCCCCCC(=O)C	fatty
CCCCCCCCCC(=O)C	floral
CCCCCCCCCC(=O)C	ketonic
CCCCCCCCCC(=O)C	pineapple
CCCCCCCCCC(=O)C	rose
CCCCCCCCCC(=O)C	rue
CCCCCCCCCC(=O)CC(=O)O.CC(CO)[O-]	mild
CCCCCCCCCC(=O)CC(=O)O.CC(CO)[O-]	fatty
CCCCCCCCCC(=O)O	fatty
CCCCCCCCCC(=O)O	citrus
CCCCCCCCCC(=O)O	rancid
CCCCCCCCCC(=O)O	sour
CCCCCCCCCC(=O)O	unpleasant
CCCCCCCCCC(=O)O	wax
CCCCCCCCCC(=O)O	cheese
CCCCCCCCCC(=O)O	soapy
CCCCCCCCCC(=O)OC	oily
CCCCCCCCCC(=O)OC	fruity
CCCCCCCCCC(=O)OC	winey
CCCCCCCCCC(=O)OC	floral
CCCCCCCCCC(=O)OC	fermented
CCCCCCCCCC(=O)OC(C)C	green
CCCCCCCCCC(=O)OC(C)C	vegetable
CCCCCCCCCC(=O)OC(C)C	woody
CCCCCCCCCC(=O)OC(C)C	oily
CCCCCCCCCC(=O)OC(C)C	fruity
CCCCCCCCCC(=O)OCC	grape
CCCCCCCCCC(=O)OCC	oily
CCCCCCCCCC(=O)OCC	pear
CCCCCCCCCC(=O)OCC	winey
CCCCCCCCCC(=O)OCC	sweet
CCCCCCCCCC(=O)OCC	wax
CCCCCCCCCC(=O)OCC	fruity
CCCCCCCCCC(=O)OCC	apple
CCCCCCCCCC(=O)OCC	brandy
CCCCCCCCCC(=O)OCC	fatty
CCCCCCCCCC(=O)OCC	nutty
CCCCCCCCCC(=O)OCC	cognac
CCCCCCCCCC(=O)OCC(C)C	oily
CCCCCCCCCC(=O)OCC(C)C	sweet
CCCCCCCCCC(=O)OCC(C)C	brandy
CCCCCCCCCC(=O)OCC(C)C	apricot
CCCCCCCCCC(=O)OCC(C)C	fermented
CCCCCCCCCC(=O)OCC(C)C	cognac
CCCCCCCCCC(=O)OCC=C	fatty
CCCCCCCCCC(=O)OCC=C	sweet
CCCCCCCCCC(=O)OCC=C	fruity
CCCCCCCCCC(=O)OCC=C	pineapple
CCCCCCCCCC(=O)OCC1=CC=CO1	fatty
CCCCCCCCCC(=O)OCC1=CC=CO1	caramel
CCCCCCCCCC(=O)OCCC	wax
CCCCCCCCCC(=O)OCCC	fruity
CCCCCCCCCC(=O)OCCC	fatty
CCCCCCCCCC(=O)OCCC	green
CCCCCCCCCC(=O)OCCC	vegetable
CCCCCCCCCC(=O)OCCC	woody
CCCCCCCCCC(=O)OCCC	oily
CCCCCCCCCC(=O)OCCC	fruit
CCCCCCCCCC(=O)OCCC(C)C	wax
CCCCCCCCCC(=O)OCCC(C)C	banana
CCCCCCCCCC(=O)OCCC(C)C	fruity
CCCCCCCCCC(=O)OCCC(C)C	sweet
CCCCCCCCCC(=O)OCCC(C)C	cognac
CCCCCCCCCC(=O)OCCC(C)C	green
CCCCCCCCCC(=O)OCCC(C)C	dirty
CCCCCCCCCC(=O)OCCC=CCC	gree
CCCCCCCCCC(=O)OCCC=CCC	fruity
CCCCCCCCCC(=O)OCCC=CCC	fatty
CCCCCCCCCC(=O)OCCC=CCC	wax
CCCCCCCCCC(=O)OCCC1=C(N=CS1)C	roasted
CCCCCCCCCC(=O)OCCC1=C(N=CS1)C	nutty
CCCCCCCCCC(=O)OCCCC	whiskey
CCCCCCCCCC(=O)OCCCCC	fruity
CCCCCCCCCC(=O)OCCCCC	cognac
CCCCCCCCCC(=O)OCCCCC	winey
CCCCCCCCCC(=O)OCCCCCCC	winey
CCCCCCCCCC(=O)OCCCCCCC	brandy
CCCCCCCCCC(=O)OCCCCCCC	cognac
CCCCCCCCCC(=O)OCCCCCCCC	fatty
CCCCCCCCCC(=O)OCCCCCCCC	wax
CCCCCCCCCC(C)C(OC)OC	aldehydic
CCCCCCCCCC(C)C(OC)OC	amber
CCCCCCCCCC(C)C(OC)OC	lemon
CCCCCCCCCC(C)C(OC)OC	green
CCCCCCCCCC(C)C(OC)OC	wax
CCCCCCCCCC(C)C=O	fresh
CCCCCCCCCC(C)C=O	amber
CCCCCCCCCC(C)C=O	mossy
CCCCCCCCCC(C)C=O	citrus
CCCCCCCCCC(C)C=O	metallic
CCCCCCCCCC(C)C=O	wax
CCCCCCCCCC(C)C=O	coumarinic
CCCCCCCCCC(C)C=O	aldehydic
CCCCCCCCCC(C)C=O	tuberose
CCCCCCCCCC(C)C=O	gassy
CCCCCCCCCC(C)CC#N	orange
CCCCCCCCCC(C)CC#N	green
CCCCCCCCCC(C)CC#N	algae
CCCCCCCCCC(C)CC#N	watery
CCCCCCCCCC(C)CC#N	oily
CCCCCCCCCC(C)CC#N	marine
CCCCCCCCCC(C)CC#N	laundered
CCCCCCCCCC(C)CC#N	cloth
CCCCCCCCCC(C)CC#N	citrus
CCCCCCCCCC(C)O	wax
CCCCCCCCCC(C)O	fruity
CCCCCCCCCC(C)O	fresh
CCCCCCCCCC(C)O	laundered
CCCCCCCCCC(C)O	cloth
CCCCCCCCCC(C)O	sarsaparilla
CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	musk
CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	woody
CCCCCCCCCC(OC)OC	wax
CCCCCCCCCC(OC)OC	herbaceous
CCCCCCCCCC(OC)OC	citrus
CCCCCCCCCC(OC)OC	green
CCCCCCCCCC(OC)OC	neroli
CCCCCCCCCC(OCC)OCC	mossy
CCCCCCCCCC(OCC)OCC	aldehydic
CCCCCCCCCC(OCC)OCC	wax
CCCCCCCCCC(OCC)OCC	green
CCCCCCCCCC(OCC)OCC	orange
CCCCCCCCCC(OCC)OCC	fresh
CCCCCCCCCC(OCC)OCC	cognac
CCCCCCCCCC(OCC)OCC	coconut
CCCCCCCCCC=CC=O	citrus
CCCCCCCCCC=CC=O	herbaceous
CCCCCCCCCC=CC=O	mandarin
CCCCCCCCCC=CC=O	orange
CCCCCCCCCC=CC=O	wax
CCCCCCCCCC=CC=O	bitter
CCCCCCCCCC=CC=O	fatty
CCCCCCCCCC=CC=O	cilantro
CCCCCCCCCC=CC=O	green
CCCCCCCCCC=CC=O	fruity
CCCCCCCCCC=CC=O	strong
CCCCCCCCCC=CC=O	tallow
CCCCCCCCCC=CC=O	tangerine
CCCCCCCCCC=CC=O	fatty
CCCCCCCCCC=CC=O	orange
CCCCCCCCCC=CC=O	herbaceous
CCCCCCCCCC=CC=O	green
CCCCCCCCCC=CC=O	sweet
CCCCCCCCCC=CC=O	herbaceous
CCCCCCCCCC=CC=O	citrus
CCCCCCCCCC=CC=O	metallic
CCCCCCCCCC=CC=O	mandarin
CCCCCCCCCC=CC=O	wax
CCCCCCCCCC=CC=O	aldehydic
CCCCCCCCCC=CC=O	coriander
CCCCCCCCCC=CC=O	herbaceous
CCCCCCCCCC=CC=O	green
CCCCCCCCCC=CC=O	citrus
CCCCCCCCCC=CC=O	fruity
CCCCCCCCCC=CC=O	mandarin
CCCCCCCCCC=CC=O	orange
CCCCCCCCCC=CCCCCCC	alkane
CCCCCCCCCC=CCO	fatty
CCCCCCCCCC=CCO	oil
CCCCCCCCCC=CCO	fatty
CCCCCCCCCC=CCOC(=O)C	fresh
CCCCCCCCCC=CCOC(=O)C	fatty
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	fatty
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	wax
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	sweet
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	orange
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	blossom
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	fresh
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	dry
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	orange
CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC	flower
CCCCCCCCCC=O	floral
CCCCCCCCCC=O	citrus
CCCCCCCCCC=O	sweet
CCCCCCCCCC=O	soapy
CCCCCCCCCC=O	orange
CCCCCCCCCC=O	tallow
CCCCCCCCCC=O	strong
CCCCCCCCCC=O	penetrating
CCCCCCCCCC=O	wax
CCCCCCCCCC=O	aldehydic
CCCCCCCCCC=O	fatty
CCCCCCCCCC1=CC=C(C=C1)O	phenolic
CCCCCCCCCC1CCCC(=O)O1	creamy
CCCCCCCCCC1CCCC(=O)O1	wax
CCCCCCCCCC1CCCC(=O)O1	buttery
CCCCCCCCCC1CCCC(=O)O1	oily
CCCCCCCCCC1CCCC(=O)O1	fatty
CCCCCCCCCC1CCCC(=O)O1	cheese
CCCCCCCCCC1CCCC(=O)O1	milky
CCCCCCCCCC1CCCC(=O)O1	dairy
CCCCCCCCCC1OCC(O1)C	green
CCCCCCCCCC1OCC(O1)C	floral
CCCCCCCCCC1OCC(O1)C	herbaceous
CCCCCCCCCCC	faint
CCCCCCCCCCC	alkane
CCCCCCCCCCC(=O)C	fruity
CCCCCCCCCCC(=O)C	citrus
CCCCCCCCCCC(=O)C	floral
CCCCCCCCCCC(=O)C	orange
CCCCCCCCCCC(=O)O	oily
CCCCCCCCCCC(=O)O	wax
CCCCCCCCCCC(=O)O	creamy
CCCCCCCCCCC(=O)O	cheese
CCCCCCCCCCC(=O)O	fatty
CCCCCCCCCCC(=O)O	coconut
CCCCCCCCCCC(=O)OC	fatty
CCCCCCCCCCC(=O)OC	wax
CCCCCCCCCCC(=O)OC	fruity
CCCCCCCCCCC(=O)OC	rose
CCCCCCCCCCC(=O)OCC	coconut
CCCCCCCCCCC(=O)OCC	cognac
CCCCCCCCCCC(=O)OCC	soapy
CCCCCCCCCCC(=O)OCC	wax
CCCCCCCCCCC(=O)OCC	fatty
CCCCCCCCCCC(=O)OCC	buttery
CCCCCCCCCCC(OC)OC	floral
CCCCCCCCCCC(OC)OC	citrus
CCCCCCCCCCC(OC)OC	fresh
CCCCCCCCCCC=CC#N	citrus
CCCCCCCCCCC=CC#N	wax
CCCCCCCCCCC=CC#N	mandarin
CCCCCCCCCCC=CC#N	fresh
CCCCCCCCCCC=CC#N	aldehydic
CCCCCCCCCCC=CC#N	seashore
CCCCCCCCCCC=CC=O	citrus
CCCCCCCCCCC=CC=O	tangerine
CCCCCCCCCCC=CC=O	powdery
CCCCCCCCCCC=CC=O	soapy
CCCCCCCCCCC=CC=O	creamy
CCCCCCCCCCC=CC=O	wax
CCCCCCCCCCC=CC=O	aldehydic
CCCCCCCCCCC=CC=O	fatty
CCCCCCCCCCC=CC=O	watery
CCCCCCCCCCC=CC=O	cilantro
CCCCCCCCCCC=CCO	wax
CCCCCCCCCCC=CCO	clean
CCCCCCCCCCC=CCO	watery
CCCCCCCCCCC=CCO	cilantro
CCCCCCCCCCC=CCO	rue
CCCCCCCCCCC=CCO	citrus
CCCCCCCCCCC=CCO	laundered
CCCCCCCCCCC=CCO	cloth
CCCCCCCCCCC=CCO	fatty
CCCCCCCCCCC=CCOC(=O)C	wax
CCCCCCCCCCC=CCOC(=O)C	fruity
CCCCCCCCCCC=CCOC(=O)C	pear
CCCCCCCCCCC=CCOC(=O)C	apple
CCCCCCCCCCC=O	fatty
CCCCCCCCCCC=O	orange
CCCCCCCCCCC=O	wax
CCCCCCCCCCC=O	rose
CCCCCCCCCCC=O	oily
CCCCCCCCCCC=O	pungent
CCCCCCCCCCC=O	sweet
CCCCCCCCCCC=O	floral
CCCCCCCCCCC=O	citrus
CCCCCCCCCCC=O	soapy
CCCCCCCCCCC=O	aldehydic
CCCCCCCCCCC=O	green
CCCCCCCCCCC=O	laundered
CCCCCCCCCCC=O	cloth
CCCCCCCCCCC=O	watermelon
CCCCCCCCCCC=O	pineapple
CCCCCCCCCCC=O	cilantro
CCCCCCCCCCC1=CC=CO1	spicy
CCCCCCCCCCC1=CC=CO1	aldehydic
CCCCCCCCCCC1=CC=CO1	fatty
CCCCCCCCCCC1OCC(O1)C	sweet
CCCCCCCCCCC1OCC(O1)C	fatty
CCCCCCCCCCC1OCC(O1)C	floral
CCCCCCCCCCCC	alkane
CCCCCCCCCCCC#N	citrus
CCCCCCCCCCCC#N	orange
CCCCCCCCCCCC#N	metallic
CCCCCCCCCCCC#N	spicy
CCCCCCCCCCCC#N	dry
CCCCCCCCCCCC(=O)C	spicy
CCCCCCCCCCCC(=O)C	herbaceous
CCCCCCCCCCCC(=O)C	fatty
CCCCCCCCCCCC(=O)C	wax
CCCCCCCCCCCC(=O)C	dairy
CCCCCCCCCCCC(=O)C	milky
CCCCCCCCCCCC(=O)C	coconut
CCCCCCCCCCCC(=O)C	nutty
CCCCCCCCCCCC(=O)C	herbaceous
CCCCCCCCCCCC(=O)C	earthy
CCCCCCCCCCCC(=O)C	mushroom
CCCCCCCCCCCC(=O)C	chicken
CCCCCCCCCCCC(=O)C	fat
CCCCCCCCCCCC(=O)O	fatty
CCCCCCCCCCCC(=O)O	metallic
CCCCCCCCCCCC(=O)O	coconut
CCCCCCCCCCCC(=O)O	bay
CCCCCCCCCCCC(=O)O	weak
CCCCCCCCCCCC(=O)O	wax
CCCCCCCCCCCC(=O)OC	coconut
CCCCCCCCCCCC(=O)OC	creamy
CCCCCCCCCCCC(=O)OC	fatty
CCCCCCCCCCCC(=O)OC	soapy
CCCCCCCCCCCC(=O)OC	wax
CCCCCCCCCCCC(=O)OC	mushroom
CCCCCCCCCCCC(=O)OC	floral
CCCCCCCCCCCC(=O)OC	winey
CCCCCCCCCCCC(=O)OC	oily
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	floral
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	sweet
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	nutty
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	vanilla
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	balsamic
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	oily
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	floral
CCCCCCCCCCCC(=O)OCC	green
CCCCCCCCCCCC(=O)OCC	floral
CCCCCCCCCCCC(=O)OCC	fruity
CCCCCCCCCCCC(=O)OCC	leafy
CCCCCCCCCCCC(=O)OCC	sweet
CCCCCCCCCCCC(=O)OCC	wax
CCCCCCCCCCCC(=O)OCC	soapy
CCCCCCCCCCCC(=O)OCC	clean
CCCCCCCCCCCC(=O)OCC	rummy
CCCCCCCCCCCC(=O)OCC	creamy
CCCCCCCCCCCC(=O)OCC	mild
CCCCCCCCCCCC(=O)OCC	fatty
CCCCCCCCCCCC(=O)OCC	oily
CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)OCCO)OCCO)O	alcoholic
CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)OCCO)OCCO)O	characteristic
CCCCCCCCCCCC(=O)OCC1=CC=CC=C1	fatty
CCCCCCCCCCCC(=O)OCC1=CC=CC=C1	wax
CCCCCCCCCCCC(=O)OCC1=CC=CC=C1	soapy
CCCCCCCCCCCC(=O)OCCC(C)C	beer
CCCCCCCCCCCC(=O)OCCC(C)C	brandy
CCCCCCCCCCCC(=O)OCCC(C)C	creamy
CCCCCCCCCCCC(=O)OCCC(C)C	grape
CCCCCCCCCCCC(=O)OCCC(C)C	wax
CCCCCCCCCCCC(=O)OCCC(C)C	plum
CCCCCCCCCCCC(=O)OCCC(C)C	rummy
CCCCCCCCCCCC(=O)OCCC(C)C	winey
CCCCCCCCCCCC(=O)OCCC(C)C	oily
CCCCCCCCCCCC(=O)OCCC(C)C	fatty
CCCCCCCCCCCC(=O)OCCC(C)C	peach
CCCCCCCCCCCC(=O)OCCC(C)C	alcoholic
CCCCCCCCCCCC(=O)OCCC(C)C	yeasty
CCCCCCCCCCCC(=O)OCCC(C)C	fusel
CCCCCCCCCCCC(=O)OCCCC	fermented
CCCCCCCCCCCC(=O)OCCCC	dairy
CCCCCCCCCCCC(=O)OCCCC	oily
CCCCCCCCCCCC(=O)OCCCC	wax
CCCCCCCCCCCC(=O)OCCCC	soapy
CCCCCCCCCCCC(=O)OCCCC	fruity
CCCCCCCCCCCC(=O)OCCCC	peanut
CCCCCCCCCCCC(=O)OCCCCC	fatty
CCCCCCCCCCCC(=O)OCCCCC	oily
CCCCCCCCCCCC(=O)OCCCCC	wax
CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO	alcoholic
CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO	characteristic
CCCCCCCCCCCC(OC)OC	green
CCCCCCCCCCCC(OC)OC	wax
CCCCCCCCCCCC(OC)OC	herbaceous
CCCCCCCCCCCC(OC)OC	fresh
CCCCCCCCCCCC(OC)OC	orchid
CCCCCCCCCCCC=CC=O	citrus
CCCCCCCCCCCC=CC=O	wax
CCCCCCCCCCCC=CC=O	green
CCCCCCCCCCCC=CC=O	pepper
CCCCCCCCCCCC=CC=O	soapy
CCCCCCCCCCCC=CC=O	fatty
CCCCCCCCCCCC=CC=O	cilantro
CCCCCCCCCCCC=CC=O	chicken
CCCCCCCCCCCC=CC=O	cucumber
CCCCCCCCCCCC=CC=O	herbaceous
CCCCCCCCCCCC=CC=O	lemon
CCCCCCCCCCCC=CC=O	floral
CCCCCCCCCCCC=O	floral
CCCCCCCCCCCC=O	wax
CCCCCCCCCCCC=O	herbaceous
CCCCCCCCCCCC=O	sweet
CCCCCCCCCCCC=O	lily
CCCCCCCCCCCC=O	fatty
CCCCCCCCCCCC=O	citrus
CCCCCCCCCCCC=O	soapy
CCCCCCCCCCCC=O	aldehydic
CCCCCCCCCCCC=O	green
CCCCCCCCCCCC=O	orange
CCCCCCCCCCCC=O	clean
CCCCCCCCCCCC=O	woody
CCCCCCCCCCCC=O	fruity
CCCCCCCCCCCC1CCCC(=O)O1	fatty
CCCCCCCCCCCC1CCCC(=O)O1	wax
CCCCCCCCCCCC1CCCC(=O)O1	dairy
CCCCCCCCCCCC1CCCC(=O)O1	buttery
CCCCCCCCCCCCC	wax
CCCCCCCCCCCCC	hydrocarbon
CCCCCCCCCCCCC(=O)O	woody
CCCCCCCCCCCCC(=O)O	wax
CCCCCCCCCCCCC=O	grapefruit
CCCCCCCCCCCCC=O	floral
CCCCCCCCCCCCC=O	sweet
CCCCCCCCCCCCC=O	musty
CCCCCCCCCCCCC=O	soapy
CCCCCCCCCCCCC=O	citrus
CCCCCCCCCCCCC=O	wax
CCCCCCCCCCCCC=O	fresh
CCCCCCCCCCCCC=O	clean
CCCCCCCCCCCCC=O	aldehydic
CCCCCCCCCCCCC=O	petal
CCCCCCCCCCCCCC	wax
CCCCCCCCCCCCCC#N	clean
CCCCCCCCCCCCCC#N	fresh
CCCCCCCCCCCCCC#N	wet
CCCCCCCCCCCCCC#N	orange
CCCCCCCCCCCCCC#N	flower
CCCCCCCCCCCCCC#N	green
CCCCCCCCCCCCCC#N	floral
CCCCCCCCCCCCCC(=O)C	celery
CCCCCCCCCCCCCC(=O)C	jasmine
CCCCCCCCCCCCCC(=O)C	fatty
CCCCCCCCCCCCCC(=O)C	spicy
CCCCCCCCCCCCCC(=O)C	fresh
CCCCCCCCCCCCCC(=O)C	oily
CCCCCCCCCCCCCC(=O)C	wax
CCCCCCCCCCCCCC(=O)C	burnt
CCCCCCCCCCCCCC(=O)C	floral
CCCCCCCCCCCCCC(=O)O	oily
CCCCCCCCCCCCCC(=O)O	wax
CCCCCCCCCCCCCC(=O)O	soapy
CCCCCCCCCCCCCC(=O)O	fatty
CCCCCCCCCCCCCC(=O)O	coconut
CCCCCCCCCCCCCC(=O)O	pineapple
CCCCCCCCCCCCCC(=O)O	citrus
CCCCCCCCCCCCCC(=O)OC	fatty
CCCCCCCCCCCCCC(=O)OC	honey
CCCCCCCCCCCCCC(=O)OC	wax
CCCCCCCCCCCCCC(=O)OC	petal
CCCCCCCCCCCCCC(=O)OC	orris
CCCCCCCCCCCCCC(=O)OC	coconut
CCCCCCCCCCCCCC(=O)OC	cognac
CCCCCCCCCCCCCC(=O)OC(C)C	cheese
CCCCCCCCCCCCCC(=O)OC(C)C	cherry
CCCCCCCCCCCCCC(=O)OC(C)C	cinnamyl
CCCCCCCCCCCCCC(=O)OC(C)C	wax
CCCCCCCCCCCCCC(=O)OC(C)C	winey
CCCCCCCCCCCCCC(=O)OC(C)C	oily
CCCCCCCCCCCCCC(=O)OC(C)C	fatty
CCCCCCCCCCCCCC(=O)OCC	coconut
CCCCCCCCCCCCCC(=O)OCC	soapy
CCCCCCCCCCCCCC(=O)OCC	ethereal
CCCCCCCCCCCCCC(=O)OCC	wax
CCCCCCCCCCCCCC(=O)OCC	sweet
CCCCCCCCCCCCCC(=O)OCC	orris
CCCCCCCCCCCCCC(=O)OCC	violet
CCCCCCCCCCCCCC(=O)OCC	fatty
CCCCCCCCCCCCCC(=O)OCC(C)C	mild
CCCCCCCCCCCCCC(=O)OCC(C)C	fatty
CCCCCCCCCCCCCC(=O)OCC(C)C	wax
CCCCCCCCCCCCCC(=O)OCCCC	oily
CCCCCCCCCCCCCC(=O)OCCCC	fatty
CCCCCCCCCCCCCC=CCCCCCCCC	fatty
CCCCCCCCCCCCCC=CCCCCCCCC	wax
CCCCCCCCCCCCCC=O	floral
CCCCCCCCCCCCCC=O	wax
CCCCCCCCCCCCCC=O	amber
CCCCCCCCCCCCCC=O	citrus
CCCCCCCCCCCCCC=O	musk
CCCCCCCCCCCCCC=O	fatty
CCCCCCCCCCCCCC=O	incense
CCCCCCCCCCCCCC=O	dry
CCCCCCCCCCCCCC=O	dairy
CCCCCCCCCCCCCC=O	creamy
CCCCCCCCCCCCCC=O	fishy
CCCCCCCCCCCCCC=O	fruity
CCCCCCCCCCCCCC=O	pear
CCCCCCCCCCCCCC1CCCC(=O)O1	fatty
