SMILES	odor
CC(C)CCCCCCC=O	sweet
CC(C)CCCCCCC=O	floral
CC(C)CCCCCCC=O	rose
CC(C)CCCCCCC=O	lemon
CC(C)CCCCCCC=O	citrus
CC(C)CCCCCCC=O	green
CC(C)CCCCCCC=O	wax
CC(C)CCCCCCC=O	milky
CC(C)CCCCCCC=O	peely
CC(C)CCCCCCC=O	strong
CC(C)CCCCCCC=O	fruity
CC(C)CCCCCCCCCCC=O	cooked
CC(C)CCCCCCCCCCC=O	fatty
CC(C)CCCCCCCCCCC=O	brothy
CC(C)CCCCCCCCCCC=O	tallow
CC(C)CCCCCCCCCCC=O	metallic
CC(C)CCCCCCCCCCC=O	sweaty
CC(C)CCCCCCCCCCC=O	meaty
CC(C)CCCCCCCCCCC=O	fruity
CC(C)CCCCCCCCCCC=O	wax
CC(C)CCCCCCCCCCC=O	citrus
CC(C)CCCCCCCCCCC=O	beefy
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	floral
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	fresh
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	rose
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	fruity
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	minty
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	woody
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	fresh
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	sweet
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	lily
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	muguet
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	milky
CC(C)CCCCCCCOC(=O)C	fresh
CC(C)CCCCCCCOC(=O)C	clean
CC(C)CCCCCCCOC(=O)C	citrus
CC(C)CCCCCCCOC(=O)C	green
CC(C)CCCCCCCOC(=O)C	herbaceous
CC(C)CCCCCCCOC(=O)C	cumin
CC(C)CCCCCCCOC(=O)C	powdery
CC(C)CCCCCCOC(=O)C	floral
CC(C)CCCCCCOC(=O)C	fruity
CC(C)CCCCCCOC(=O)C	violet
CC(C)CCCCCCOC(=O)C	sweet
CC(C)CCCCCCOC(=O)C	herbaceous
CC(C)CCCCCCOC(=O)C	cumin
CC(C)CCCCCCOC(=O)C	woody
CC(C)CCCCCO	fatty
CC(C)CCCCCO	orange
CC(C)CCCCCO	rose
CC(C)CCCCCO	mild
CC(C)CCCCCO	characteristic
CC(C)CCCCCO	pleasant
CC(C)CCCCCOC(=O)C	sweet
CC(C)CCCCCOC(=O)C	estery
CC(C)CCCCCOC(=O)C	fruity
CC(C)CCCCOC(=O)C	sweet
CC(C)CCCCOC(=O)C	minty
CC(C)CCCO	nutty
CC(C)CCCOC(=O)CCC(C)C	fruity
CC(C)CCCOC(=O)CCC(C)C	wax
CC(C)CCCOC(=O)CCC(C)C	soapy
CC(C)CCCOC(=O)CCC(C)C	herbaceous
CC(C)CCN	vanilla
CC(C)CCN	ammonical
CC(C)CCN=C=S	pungent
CC(C)CCN=C=S	horseradish
CC(C)CCN=C=S	cabbage
CC(C)CCN=C=S	green
CC(C)CCN=CCC(C)C	citrus
CC(C)CCN=CCC(C)C	fatty
CC(C)CCN=CCC(C)C	fishy
CC(C)CCN=CCC(C)C	oily
CC(C)CCN=CCC(C)C	sweet
CC(C)CCN=CCC(C)C	shellfish
CC(C)CCN=CCC(C)C	burnt
CC(C)CCN=CCC(C)C	cocoa
CC(C)CCO	oily
CC(C)CCO	whiskey
CC(C)CCO	malty
CC(C)CCO	burnt
CC(C)CCO	fusel
CC(C)CCO	alcoholic
CC(C)CCO	fruity
CC(C)CCO	banana
CC(C)CCO	fermented
CC(C)CCO	pungent
CC(C)CCO	ethereal
CC(C)CCO	cognac
CC(C)CCO	molasses
CC(C)CCO	winey
CC(C)CCO	brandy
CC(C)CCOC(=O)C	banana
CC(C)CCOC(=O)C	pear
CC(C)CCOC(=O)C	sweet
CC(C)CCOC(=O)C	fruity
CC(C)CCOC(=O)C	solvent
CC(C)CCOC(=O)C	ripe
CC(C)CCOC(=O)C	estery
CC(C)CCOC(=O)C(=O)C	caramel
CC(C)CCOC(=O)C(=O)C	balsamic
CC(C)CCOC(=O)C(=O)C	rummy
CC(C)CCOC(=O)C(=O)C	fruity
CC(C)CCOC(=O)C(=O)C	arrack
CC(C)CCOC(=O)C(=O)C	sweet
CC(C)CCOC(=O)C(C)C	fruity
CC(C)CCOC(=O)C(C)C	wax
CC(C)CCOC(=O)C(C)C	pineapple
CC(C)CCOC(=O)C(C)C	banana
CC(C)CCOC(=O)C(C)C	green
CC(C)CCOC(=O)C(C)C	apricot
CC(C)CCOC(=O)C(C)C	honey
CC(C)CCOC(=O)C(C)C	sweet
CC(C)CCOC(=O)C(C)C	estery
CC(C)CCOC(=O)C(C)O	fruity
CC(C)CCOC(=O)C(C)O	creamy
CC(C)CCOC(=O)C(C)O	nutty
CC(C)CCOC(=O)C=C(C)CCC=C(C)C	rose
CC(C)CCOC(=O)C=C(C)CCC=C(C)C	lemon
CC(C)CCOC(=O)C=C(C)CCC=C(C)C	honey
CC(C)CCOC(=O)C=C(C)CCC=C(C)C	hay
CC(C)CCOC(=O)C=C(C)CCC=C(C)C	floral
CC(C)CCOC(=O)C=CC1=CC=CC=C1	chocolate
CC(C)CCOC(=O)C=CC1=CC=CC=C1	balsamic
CC(C)CCOC(=O)C=CC1=CC=CC=C1	floral
CC(C)CCOC(=O)C=CC1=CC=CC=C1	amber
CC(C)CCOC(=O)C=CC1=CC=CC=C1	cocoa
CC(C)CCOC(=O)C=CC1=CC=CC=C1	orchid
CC(C)CCOC(=O)C=CC1=CC=CC=C1	musty
CC(C)CCOC(=O)C=CC1=CC=CC=C1	sweet
CC(C)CCOC(=O)C=CC1=CC=CC=C1	berry
CC(C)CCOC(=O)C=CC1=CC=CC=C1	fruity
CC(C)CCOC(=O)C=CC1=CC=CC=C1	powdery
CC(C)CCOC(=O)C=CC1=CC=CC=C1	carnation
CC(C)CCOC(=O)C1=CC=CC=C1	sweet
CC(C)CCOC(=O)C1=CC=CC=C1	balsamic
CC(C)CCOC(=O)C1=CC=CC=C1	green
CC(C)CCOC(=O)C1=CC=CC=C1	wax
CC(C)CCOC(=O)C1=CC=CC=C1	fruity
CC(C)CCOC(=O)C1=CC=CC=C1O	grape
CC(C)CCOC(=O)C1=CC=CC=C1O	green
CC(C)CCOC(=O)C1=CC=CC=C1O	floral
CC(C)CCOC(=O)C1=CC=CC=C1O	soapy
CC(C)CCOC(=O)C1=CC=CC=C1O	sweet
CC(C)CCOC(=O)C1=CC=CC=C1O	winey
CC(C)CCOC(=O)C1=CC=CC=C1O	wintergreen
CC(C)CCOC(=O)C1=CC=CC=C1O	herbaceous
CC(C)CCOC(=O)C1=CC=CC=C1O	woody
CC(C)CCOC(=O)C1=CC=CC=C1O	orchid
CC(C)CCOC(=O)C1=CC=CC=C1O	metallic
CC(C)CCOC(=O)CC(=O)C	ethereal
CC(C)CCOC(=O)CC(=O)C	sweet
CC(C)CCOC(=O)CC(=O)C	winey
CC(C)CCOC(=O)CC(=O)C	green
CC(C)CCOC(=O)CC(=O)C	fermented
CC(C)CCOC(=O)CC(=O)C	ripe
CC(C)CCOC(=O)CC(=O)C	banana
CC(C)CCOC(=O)CC(=O)C	ripe
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	fermented
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	coffee
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	yeasty
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	rye
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	bready
CC(C)CCOC(=O)CC(C)C	apple
CC(C)CCOC(=O)CC(C)C	apricot
CC(C)CCOC(=O)CC(C)C	banana
CC(C)CCOC(=O)CC(C)C	green
CC(C)CCOC(=O)CC(C)C	mango
CC(C)CCOC(=O)CC(C)C	sweet
CC(C)CCOC(=O)CC(C)C	winey
CC(C)CCOC(=O)CC(C)C	tropical
CC(C)CCOC(=O)CC(C)C	estery
CC(C)CCOC(=O)CC(C)C	jammy
CC(C)CCOC(=O)CC(C)C	ripe
CC(C)CCOC(=O)CC(C)C	fruity
CC(C)CCOC(=O)CC(C)C	pineapple
CC(C)CCOC(=O)CC(C)C	cognac
CC(C)CCOC(=O)CC1=CC=CC=C1	honey
CC(C)CCOC(=O)CC1=CC=CC=C1	rose
CC(C)CCOC(=O)CC1=CC=CC=C1	chocolate
CC(C)CCOC(=O)CC1=CC=CC=C1	sweet
CC(C)CCOC(=O)CC1=CC=CC=C1	cocoa
CC(C)CCOC(=O)CC1=CC=CC=C1	balsamic
CC(C)CCOC(=O)CC1=CC=CC=C1	castoreum
CC(C)CCOC(=O)CC1=CC=CC=C1	animal
CC(C)CCOC(=O)CC1=CC=CC=C1	floral
CC(C)CCOC(=O)CCC(=O)C	ethereal
CC(C)CCOC(=O)CCC(=O)C	caramel
CC(C)CCOC(=O)CCC1=CC=CO1	green
CC(C)CCOC(=O)CCC1=CC=CO1	sweet
CC(C)CCOC(=O)CCC1=CC=CO1	floral
CC(C)CCOC(=O)CCC1=CC=CO1	fruity
CC(C)CCOC(=O)CCC1=CC=CO1	apple
CC(C)CCOC(=O)CCC1=CC=CO1	rose
CC(C)CCOC(=O)CCC1=CC=CO1	raisin
CC(C)CCOC(=O)CCC1=CC=CO1	caramel
CC(C)CCOC(=O)CCC1=CC=CO1	sour
CC(C)CCOC(=O)CCCC1=CC=CO1	sweet
CC(C)CCOC(=O)CCCC1=CC=CO1	buttery
CC(C)CCOC(=O)CCCC1=CC=CO1	fruity
CC(C)CCOC(=O)CCCC1=CC=CO1	caramel
CC(C)CCOC(C)OCCC(C)C	alcoholic
CC(C)CCOC(C)OCCC(C)C	fruity
CC(C)CCOC(C)OCCC(C)C	ethereal
CC(C)CCOC(C)OCCC(C)C	green
CC(C)CCOC(C)OCCC(C)C	fermented
CC(C)CCOC(CC1=CC=CC=C1)OCCC(C)C	herbaceous
CC(C)CCOC(CC1=CC=CC=C1)OCCC(C)C	green
CC(C)CCOC(CC1=CC=CC=C1)OCCC(C)C	floral
CC(C)CCOC=O	plum
CC(C)CCOC=O	black
CC(C)CCOC=O	currant
CC(C)CCOC=O	ethereal
CC(C)CCOC=O	vinous
CC(C)CCOC=O	earthy
CC(C)CCOC=O	fruity
CC(C)CCOC=O	green
CC(C)CCOC=O	cortex
CC(C)CCOC=O	dry
CC(C)CCOC=O	sharp
CC(C)CCOC=O	estery
CC(C)CCOC=O	apple
CC(C)CCOC=O	wax
CC(C)CCOC=O	sweet
CC(C)CCOC=O	winey
CC(C)CCOCC(=O)OCC=C	fruity
CC(C)CCOCC(=O)OCC=C	green
CC(C)CCOCC(=O)OCC=C	pineapple
CC(C)CCOCC(=O)OCC=C	galbanum
CC(C)CCOCC(=O)OCC=C	fusel
CC(C)CCOCC(=O)OCC=C	estery
CC(C)CCOCC(=O)OCC=C	wax
CC(C)CCOCC(=O)OCC=C	fatty
CC(C)CCOCC1=CC=CC=C1	green
CC(C)CCOCC1=CC=CC=C1	bean
CC(C)CCOCC1=CC=CC=C1	gardenia
CC(C)CCOCC1=CC=CC=C1	jasmine
CC(C)CCOCC1=CC=CC=C1	fruity
CC(C)CCOCC1=CC=CC=C1	weedy
CC(C)CCOCC1=CC=CC=C1	green
CC(C)CCOCC1=CC=CC=C1	pea
CC(C)CCOCC1=CC=CC=C1	floral
CC(C)CCOCCC1=CC=CC=C1	green
CC(C)CCOCCC1=CC=CC=C1	metallic
CC(C)CCOCCC1=CC=CC=C1	hyacinth
CC(C)CCOCCC1=CC=CC=C1	cooling
CC(C)CCOCCC1=CC=CC=C1	leafy
CC(C)CCOCCC1=CC=CC=C1	strong
CC(C)CCOCCC1=CC=CC=C1	sweet
CC(C)CCOCCC1=CC=CC=C1	watery
CC(C)CCOCCC1=CC=CC=C1	tropical
CC(C)CCS	sulfurous
CC(C)CCS	onion
CC(C)CCS	green
CC(C)CCS	onion
CC(C)CCS	garlic
CC(C)CCSSC	sulfurous
CC(C)CCSSC	roasted
CC(C)CCSSCCC(C)C	sweet
CC(C)CCSSCCC(C)C	onion
CC(C)CN	cheese
CC(C)CN	fishy
CC(C)CN	ammonical
CC(C)CN	shellfish
CC(C)CN	malty
CC(C)CN	ripe
CC(C)CN=C=S	green
CC(C)CN=C=S	sweet
CC(C)CN=C=S	chemical
CC(C)CN=C=S	mild
CC(C)CN=C=S	pungent
CC(C)CN=C=S	wasabi
CC(C)CN=C=S	horseradish
CC(C)CO	fruity
CC(C)CO	whiskey
CC(C)CO	winey
CC(C)CO	bitter
CC(C)CO	ethereal
CC(C)CO	sweet
CC(C)CO	musty
CC(C)CO	penetrating
CC(C)CO	disagreeable
CC(C)CO	suffocating
CC(C)CO	fusel
CC(C)COC(=O)C	apple
CC(C)COC(=O)C	banana
CC(C)COC(=O)C	ethereal
CC(C)COC(=O)C	pear
CC(C)COC(=O)C	pineapple
CC(C)COC(=O)C	sweet
CC(C)COC(=O)C	tropical
CC(C)COC(=O)C	fruity
CC(C)COC(=O)C	floral
CC(C)COC(=O)C	nail-polish
CC(C)COC(=O)C(C)C	grape
CC(C)COC(=O)C(C)C	ethereal
CC(C)COC(=O)C(C)C	fruity
CC(C)COC(=O)C(C)C	tropical
CC(C)COC(=O)C(C)C	fruit
CC(C)COC(=O)C(C)C	pineapple
CC(C)COC(=O)C(C)C	banana
CC(C)COC(=O)C(C)C	ripe
CC(C)COC(=O)C(C)O	buttery
CC(C)COC(=O)C(C)O	fruity
CC(C)COC(=O)C(C)O	caramel
CC(C)COC(=O)C=CC1=CC=CC=C1	peach
CC(C)COC(=O)C=CC1=CC=CC=C1	sweet
CC(C)COC(=O)C=CC1=CC=CC=C1	balsamic
CC(C)COC(=O)C=CC1=CC=CC=C1	fruity
CC(C)COC(=O)C=CC1=CC=CC=C1	labdanum
CC(C)COC(=O)C=CC1=CC=CC=C1	spicy
CC(C)COC(=O)C1=CC=CC=C1	chocolate
CC(C)COC(=O)C1=CC=CC=C1	rose
CC(C)COC(=O)C1=CC=CC=C1	sweet
CC(C)COC(=O)C1=CC=CC=C1	fruity
CC(C)COC(=O)C1=CC=CC=C1	musty
CC(C)COC(=O)C1=CC=CC=C1	powdery
CC(C)COC(=O)C1=CC=CC=C1	balsamic
CC(C)COC(=O)C1=CC=CC=C1	chemical
CC(C)COC(=O)C1=CC=CC=C1	cherry
CC(C)COC(=O)C1=CC=CC=C1N	grape
CC(C)COC(=O)C1=CC=CC=C1N	sweet
CC(C)COC(=O)C1=CC=CC=C1N	fruity
CC(C)COC(=O)C1=CC=CC=C1N	floral
CC(C)COC(=O)C1=CC=CC=C1N	berry
CC(C)COC(=O)C1=CC=CC=C1NC	fruity
CC(C)COC(=O)C1=CC=CC=C1NC	grapefruit
CC(C)COC(=O)C1=CC=CC=C1NC	grape
CC(C)COC(=O)C1=CC=CC=C1NC	sweet
CC(C)COC(=O)C1=CC=CC=C1NC	floral
CC(C)COC(=O)C1=CC=CC=C1NC	citrus
CC(C)COC(=O)C1=CC=CC=C1O	orchid
CC(C)COC(=O)C1=CC=CC=C1O	floral
CC(C)COC(=O)C1=CC=CC=C1O	clover
CC(C)COC(=O)C1=CC=CC=C1O	herbaceous
CC(C)COC(=O)C1=CC=CC=C1O	sweet
CC(C)COC(=O)C1=CC=CC=C1O	spicy
CC(C)COC(=O)C1=CC=CC=C1O	cooling
CC(C)COC(=O)C1=CC=CC=C1O	wintergreen
CC(C)COC(=O)C1=CC=CC=C1O	herbaceous
CC(C)COC(=O)CC(=O)C	sweet
CC(C)COC(=O)CC(=O)C	winey
CC(C)COC(=O)CC(=O)C	brandy
CC(C)COC(=O)CC(=O)C	fruity
CC(C)COC(=O)CC(C)SC	pungent
CC(C)COC(=O)CC(C)SC	dry
CC(C)COC(=O)CC(C)SC	strawberry
CC(C)COC(=O)CC(C)SC	sweet
CC(C)COC(=O)CC(C)SC	fruity
CC(C)COC(=O)CC(C)SC	sulfurous
CC(C)COC(=O)CC(C)SC	tropical
CC(C)COC(=O)CC(C)SC	ripe
CC(C)COC(=O)CC(C)SC	creamy
CC(C)COC(=O)CC(C)SC	cheese
CC(C)COC(=O)CC1=CC=CC=C1	chocolate
CC(C)COC(=O)CC1=CC=CC=C1	honey
CC(C)COC(=O)CC1=CC=CC=C1	musty
CC(C)COC(=O)CC1=CC=CC=C1	spicy
CC(C)COC(=O)CC1=CC=CC=C1	woody
CC(C)COC(=O)CC1=CC=CC=C1	wax
CC(C)COC(=O)CC1=CC=CC=C1	sweet
CC(C)COC(=O)CC1=CC=CC=C1	floral
CC(C)COC(=O)CC1=CC=CC=C1	amber
CC(C)COC(=O)CC1=CC=CC=C1	fruity
CC(C)COC(=O)CC1=CC=CC=C1	cocoa
CC(C)COC(=O)CC1=CC=CC=C1	rose
CC(C)COC(=O)CCC1=CC=CO1	fruity
CC(C)COC(=O)CCC1=CC=CO1	floral
CC(C)COC(=O)CCC1=CC=CO1	winey
CC(C)COC(=O)CCC1=CC=CO1	woody
CC(C)COC(=O)CCC1=CC=CO1	pineapple
CC(C)COC(=O)CCCCCCCCC=C	fatty
CC(C)COC(=O)CCCCCCCCC=C	fruity
CC(C)COC(=O)CCCCCCCCC=C	wax
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	sweet
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	floral
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	green
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	almond
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	rose
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	cortex
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	honey
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	brown
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	cocoa
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	dried
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	fruit
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	powdery
CC(C)COC(CC1=CC=CC=C1)OCC(C)C	hyacinth
CC(C)COC=O	fruity
CC(C)COC=O	ethereal
CC(C)COC=O	sweet
CC(C)COC=O	chemical
CC(C)COC1=CC2=CC=CC=C2C=C1	sweet
CC(C)COC1=CC2=CC=CC=C2C=C1	naphthyl
CC(C)COC1=CC2=CC=CC=C2C=C1	strawberry
CC(C)COC1=CC2=CC=CC=C2C=C1	fruity
CC(C)COC1=CC2=CC=CC=C2C=C1	orange
CC(C)COC1=CC2=CC=CC=C2C=C1	flower
CC(C)COC1=CC2=CC=CC=C2C=C1	blossom
CC(C)COC1=CC2=CC=CC=C2C=C1	musty
CC(C)COC1=CC2=CC=CC=C2C=C1	floral
CC(C)CS	mustard
CC(C)CS	cooked
CC(C)CS	vegetable
CC(C)CS	sulfurous
CC(C)CS	rotten
CC(C)N	fishy
CC(C)N	ammonical
CC(C)N=C=S	pungent
CC(C)N=C=S	mustard
CC(C)N=C=S	alliaceous
CC(C)N=C=S	chemical
CC(C)N=C=S	horseradish
CC(C)N=C=S	wasabi
CC(C)O	buttery
CC(C)O	alcoholic
CC(C)O	musty
CC(C)O	woody
CC(C)O	pleasant
CC(C)OC(=O)C	banana
CC(C)OC(=O)C	ethereal
CC(C)OC(=O)C	fruity
CC(C)OC(=O)C	sweet
CC(C)OC(=O)C	berry
CC(C)OC(=O)C	acetic
CC(C)OC(=O)C	grape
CC(C)OC(=O)C	chemical
CC(C)OC(=O)C	aromatic
CC(C)OC(=O)C	pleasant
CC(C)OC(=O)C=C(C)C	sweet
CC(C)OC(=O)C=C(C)C	cooling
CC(C)OC(=O)C=C(C)C	minty
CC(C)OC(=O)C=C(C)C	green
CC(C)OC(=O)C=C(C)C	vegetable
CC(C)OC(=O)C=C(C)C	spice
CC(C)OC(=O)C=CC1=CC=CC=C1	balsamic
CC(C)OC(=O)C=CC1=CC=CC=C1	fruity
CC(C)OC(=O)C=CC1=CC=CC=C1	tropical
CC(C)OC(=O)C=CC1=CC=CC=C1	cinnamyl
CC(C)OC(=O)C=CC1=CC=CC=C1	berry
CC(C)OC(=O)C=CC1=CC=CC=C1	strawberry
CC(C)OC(=O)C=CC1=CC=CC=C1	peach
CC(C)OC(=O)C=CC1=CC=CC=C1	amber
CC(C)OC(=O)C=CC1=CC=CC=C1	balsamic
CC(C)OC(=O)C=CC1=CC=CC=C1	fruity
CC(C)OC(=O)C=CC1=CC=CC=C1	tropical
CC(C)OC(=O)C=CC1=CC=CC=C1	cinnamyl
CC(C)OC(=O)C=CC1=CC=CC=C1	berry
CC(C)OC(=O)C=CC1=CC=CC=C1	strawberry
CC(C)OC(=O)C=CC1=CC=CC=C1	peach
CC(C)OC(=O)C=CC1=CC=CC=C1	amber
CC(C)OC(=O)C1=CC=CC=C1	sweet
CC(C)OC(=O)C1=CC=CC=C1	fruit
CC(C)OC(=O)C1=CC=CC=C1	floral
CC(C)OC(=O)C1=CC=CC=C1	balsamic
CC(C)OC(=O)C1=CC=CC=C1N	hawthorn
CC(C)OC(=O)C1=CC=CC=C1N	honey
CC(C)OC(=O)C1=CC=CC=C1N	floral
CC(C)OC(=O)C1=CC=CC=C1N	neroli
CC(C)OC(=O)C1=CC=CC=C1O	vine
CC(C)OC(=O)C1=CC=CC=C1O	clover
CC(C)OC(=O)C1=CC=CC=C1O	orchid
CC(C)OC(=O)C1=CC=CC=C1O	cortex
CC(C)OC(=O)C1=CC=CC=C1O	green
CC(C)OC(=O)CC1=CC=CC=C1	honey
CC(C)OC(=O)CC1=CC=CC=C1	ethereal
CC(C)OC(=O)CC1=CC=CC=C1	rose
CC(C)OC(=O)CC1=CC=CC=C1	winey
CC(C)OC(=O)CC1=CC=CC=C1	sweet
CC(C)OC(=O)CC1=CC=CC=C1	honeysuckle
CC(C)OC(=O)CC1=CC=CC=C1	powdery
CC(C)OC(=O)CC1=CC=CC=C1	cortex
CC(C)OC(=O)CC1=CC=CC=C1	floral
CC(C)OC(=O)CC1=CCCCC1	sweet
CC(C)OC(=O)CC1=CCCCC1	wax
CC(C)OC(=O)CC1=CCCCC1	rose
CC(C)OC(=O)CC1=CCCCC1	honey
CC(C)OC(=O)CC1=CCCCC1	licorice
CC(C)OC=O	ethereal
CC(C)OC=O	cocoa
CC(C)OC=O	tropical
CC(C)OC=O	solvent
CC(C)OC=O	sweet
CC(C)OC=O	fruity
CC(C)OC=O	pleasant
CC(C)OC1=C(C=CC(=C1)C=O)O	natural
CC(C)OC1=C(C=CC(=C1)C=O)O	vanilla
CC(C)OCCC1=CC=CC=C1	green
CC(C)OCCC1=CC=CC=C1	rose
CC(C)OCCC1=CC=CC=C1	plastic
CC(C)OCCC1=CC=CC=C1	metallic
CC(C)OCCC1=CC=CC=C1	spicy
CC(C)OCCC1=CC=CC=C1	watercress
CC(C)OCCC1=CC=CC=C1	foliage
CC(C)OCCOC(=O)C1=CC=CC=C1O	sweet
CC(C)OCCOC(=O)C1=CC=CC=C1O	floral
CC(C)OCCOC(=O)C1=CC=CC=C1O	balsamic
CC(C)OCCOC(=O)C1=CC=CC=C1O	herbaceous
CC(C)OCCOC(=O)C1=CC=CC=C1O	cherry
CC(C)S	meaty
CC(C)S	sulfurous
CC(C)S	alliaceous
CC(C)S	ripe
CC(C)S	onion
CC(C)S	gassy
CC(C)S	sharp
CC(C)S	pungent
CC(C)S	brothy
CC(C)S	chicken
CC(C)S	unpleasant
CC(C)S	skunk
CC(C)SC(=O)C=C(C)C	sulfurous
CC(C)SC(=O)C=C(C)C	onion
CC(C)SC(=O)C=C(C)C	eggy
CC(C)SC(=O)C=C(C)C	meaty
CC(C)SC(=O)C=C(C)C	tropical
CC(C)SC(=O)C=C(C)C	galbanum
CC(C)SC(=O)C=C(C)C	alliaceous
CC(C)SC(=O)C=C(C)C	green
CC(C)SC(=O)C=C(C)C	earthy
CC(C)SC(C)C	sulfurous
CC(C)SC(C)C	vegetable
CC(C)SC(C)C	garlic
CC(C)SCC1=CC=CO1	coffee
CC(C)SCC1=CC=CO1	savory
CC(C)SCC1=CC=CO1	meaty
CC(C)SCC1=CC=CO1	floral
CC(C)SSC(C)C	meaty
CC(C)SSC(C)C	sulfurous
CC(C)SSC(C)C	onion
CC(C)SSC(C)C	alliaceous
CC(C)SSC(C)C	cabbage
CC(C)SSC(C)C	garlic
CC(C)SSC(C)C	burnt
CC(C)SSSC(C)C	sulfurous
CC(C)SSSC(C)C	garlic
CC(C)SSSC(C)C	green
CC(C)SSSC(C)C	leek
CC(C)SSSC(C)C	onion
CC(C=C(C)CCC=C(C)C)O	woody
CC(C=C(C)CCC=C(C)C)O	pine
CC(C=C(C)CCC=C(C)C)O	lemon
CC(C=C(C)CCC=C(C)C)O	lime
CC(C=C(C)CCC=C(C)C)O	rose
CC(C=C(C)CCC=C(C)C)OC(=O)C	citrus
CC(C=C(C)CCC=C(C)C)OC(=O)C	lemon
CC(C=C(C)CCC=C(C)C)OC(=O)C	earthy
CC(C=C(C)CCC=C(C)C)OC(=O)C	woody
CC(C=C)O	gassy
CC(C=C)O	green
CC(C=C)O	fermented
CC(C=CC1=CC=CC=C1)O	floral
CC(C=CC1=CC=CC=C1)O	sweet
CC(C=CC1=CC=CC=C1)O	fruity
CC(C=CC1=CC=CC=C1)O	balsamic
CC(C=O)C1=CC=CC=C1	floral
CC(C=O)C1=CC=CC=C1	green
CC(C=O)C1=CC=CC=C1	hyacinth
CC(C=O)C1=CC=CC=C1	fresh
CC(C=O)C1=CC=CC=C1	sharp
CC(C=O)C1=CC=CC=C1	green
CC(C=O)C1=CC=CC=C1	hyacinth
CC(C=O)C1=CC=CC=C1	leafy
CC(C=O)C1=CC=CC=C1	lilac
CC(C=O)C1=CC=CC=C1	floral
CC(C=O)C1CCC(O1)(C)C=C	floral
CC(C=O)C1CCC(O1)(C)C=C	lilac
CC(C=O)C1CCCCC1	natural
CC(C=O)C1CCCCC1	green
CC(C=O)C1CCCCC1	fresh
CC(C=O)C1CCCCC1	dusty
CC(C=O)C1CCCCC1	fruity
CC(C=O)C1CCCCC1	pollen
CC(C1=CC=CC=C1)C(OC)OC	floral
CC(C1=CC=CC=C1)C(OC)OC	leafy
CC(C1=CC=CC=C1)C(OC)OC	hyacinth
CC(C1=CC=CC=C1)C(OC)OC	green
CC(C1=CC=CC=C1)C(OC)OC	mushroom
CC(C1=CC=CC=C1)C(OC)OC	earthy
CC(C1=CC=CC=C1)C(OC)OC	spicy
CC(C1=CC=CC=C1)C(OC)OC	walnut
CC(C1=CC=CC=C1)C(OC)OC	sweet
CC(C1=CC=CC=C1)C(OC)OC	citrus
CC(C1=CC=CC=C1)C(OC)OC	honey
CC(C1=CC=CC=C1)N(C)C	fishy
CC(C1=CC=CC=C1)N(C)C	sweet
CC(C1=CC=CC=C1)N(C)C	ammonical
CC(C1=CC=CC=C1)O	floral
CC(C1=CC=CC=C1)O	earthy
CC(C1=CC=CC=C1)O	green
CC(C1=CC=CC=C1)O	honeysuckle
CC(C1=CC=CC=C1)O	floral
CC(C1=CC=CC=C1)O	hyacinth
CC(C1=CC=CC=C1)O	gardenia
CC(C1=CC=CC=C1)O	strawberry
CC(C1=CC=CC=C1)O	hyacinth
